,acc,val_acc,loss,val_loss
0,0.7666149139404297,0.7984274625778198,0.47599531363261866,0.42078869656110424
1,0.8138499855995178,0.8408703804016113,0.40076554683122895,0.3996749925307738
2,0.8448368310928345,0.8390424847602844,0.34429049621054364,0.34631474449848515
3,0.8611566424369812,0.8614783883094788,0.3143002033288655,0.31087885262110293
4,0.8743569850921631,0.8607271909713745,0.28798482878056053,0.30092016445138514
5,0.8835793137550354,0.8702424168586731,0.26769781389821473,0.3025197695272091
6,0.8941611051559448,0.8847405910491943,0.245900518522424,0.2750117911551243
7,0.9056729078292847,0.8906500339508057,0.22201486492720496,0.26430055948022085
8,0.9138936400413513,0.8923277258872986,0.20338259087287183,0.27101034785692507
9,0.924332320690155,0.8832131624221802,0.1816534085606511,0.29035247900547123
10,0.9331468343734741,0.8905999660491943,0.16132049745927304,0.27801560409940207
11,0.9438502192497253,0.8815855383872986,0.13797270626682387,0.31787007340253925
12,0.9519349932670593,0.889723539352417,0.1192101106540288,0.3202404200266569
13,0.9620230793952942,0.8920773267745972,0.0968134700211976,0.33658481035859156
14,0.9680401086807251,0.8930538892745972,0.0814515117937717,0.3596041277050972
15,0.9759531617164612,0.8920272588729858,0.06425144928086952,0.40614035381720615
16,0.9801315069198608,0.8894981741905212,0.05475764050256699,0.4222782555107887
17,0.9835371375083923,0.8767778277397156,0.04556026180071494,0.48215803188773304
18,0.9878585338592529,0.890549898147583,0.034787916865347386,0.5087174278421279
19,0.9876009821891785,0.8835636973381042,0.03515320233411381,0.5263445367797827
20,0.9906488656997681,0.8864182829856873,0.02731285814026437,0.5180429405508897
21,0.9906274080276489,0.8855668902397156,0.02760183306918639,0.5980934854119252
22,0.9918079376220703,0.8846153616905212,0.02397898832159131,0.6641932603640434
23,0.9903626441955566,0.8829877972602844,0.02739103185125213,0.5773109978972337
24,0.9920654892921448,0.8799078464508057,0.022870484740261644,0.6241866898460265
25,0.9933318495750427,0.8817107081413269,0.01983994381836275,0.6157843545079231
26,0.9931315183639526,0.8835136294364929,0.020213744636460574,0.6974001738887566
27,0.994862973690033,0.8769030570983887,0.015113723473945299,0.7421913213836842
28,0.9937754273414612,0.878981351852417,0.017638636094129422,0.7647728306742815
29,0.9936037063598633,0.8781550526618958,0.018586475876010568,0.7669898223800536
30,0.9934535026550293,0.8731470108032227,0.01826592586801207,0.7249666349245951
31,0.9934964179992676,0.8812099099159241,0.0198205050853171,0.7269973170298797
32,0.9960506558418274,0.8833884000778198,0.011768663171170105,0.8285494628242958
33,0.9927952289581299,0.8831881284713745,0.02106753185309121,0.8065439216219462
34,0.996522843837738,0.879807710647583,0.010350977358770616,0.7947364161029841
35,0.9943192005157471,0.8781550526618958,0.016365799054779088,0.7834057022745793
36,0.9938756227493286,0.8685897588729858,0.01805315256301855,0.785963808114712
37,0.9955927133560181,0.883864164352417,0.013251118153725172,0.8633232282904478
38,0.9960076808929443,0.8736979365348816,0.011956367839947179,0.8224717837113601
39,0.9949344992637634,0.8833884000778198,0.016069870428618863,0.8344246162435948
