,acc,val_acc,loss,val_loss
0,0.7550243735313416,0.8006811141967773,0.495128841288041,0.48652130308059544
1,0.8168191909790039,0.7788461446762085,0.3924705339041089,0.5707671449352534
2,0.8340476155281067,0.8341847062110901,0.358272943057613,0.3848184903080647
3,0.8499237895011902,0.8234925866127014,0.3307883354827463,0.44048114369312924
4,0.8604411482810974,0.8510617017745972,0.3107182068251328,0.36069490970709384
5,0.870307445526123,0.8478065133094788,0.2904082212905856,0.3994747209243285
6,0.8795512318611145,0.8693409562110901,0.27296945867360517,0.3189015405682417
7,0.8883228898048401,0.8772285580635071,0.25559550322345076,0.3002600712844959
8,0.8987829685211182,0.8893980383872986,0.23600905704023567,0.2606543157345209
9,0.9067175388336182,0.8826372027397156,0.21793894752421783,0.315562144590494
10,0.9150097370147705,0.8929036259651184,0.2005202066325494,0.2819024479159942
11,0.9228011965751648,0.8922024965286255,0.1834424751533996,0.30557524288694066
12,0.933504581451416,0.8913511633872986,0.1612324213466518,0.3085502430032461
13,0.940272867679596,0.8918018937110901,0.1457858295515034,0.32218295517258155
14,0.9479569792747498,0.8984375,0.12894769826980526,0.30598174513150483
15,0.9564781785011292,0.8963591456413269,0.10914290469915662,0.329826921893236
16,0.9595403671264648,0.8962339758872986,0.10206139835954768,0.3037778267111534
17,0.9653213620185852,0.8936799168586731,0.08853303318811755,0.3522005182428238
18,0.9682905077934265,0.8904497027397156,0.08085562782946008,0.37086319063718504
19,0.9730626940727234,0.8947315812110901,0.0706047551669692,0.37305675169978386
20,0.9758029580116272,0.8942808508872986,0.06471070667565411,0.41423138317007285
21,0.977577269077301,0.8949819803237915,0.0583418505552764,0.4229934352139632
22,0.9802817702293396,0.8937550187110901,0.05247396534501401,0.4403203061948984
23,0.9810115098953247,0.8921524286270142,0.05010205345432251,0.440615168462197
24,0.9818772673606873,0.895432710647583,0.04831500923409198,0.4670228788103813
25,0.9843742251396179,0.8951823115348816,0.04225245954974178,0.45167673875888187
26,0.9837517738342285,0.8831630349159241,0.04367951524069094,0.5207341621892575
27,0.9853544235229492,0.8947315812110901,0.04000745871079239,0.47127638804988986
28,0.9852327704429626,0.8838891983032227,0.03980115400924905,0.508525624871254
29,0.9870500564575195,0.8950570821762085,0.035548730774438195,0.45422087896328706
30,0.9873791933059692,0.8961338400840759,0.03463920916958738,0.4737225833993692
31,0.9869785308837891,0.896409273147583,0.03637074248885756,0.5000096164070643
32,0.9888530373573303,0.8909004330635071,0.031001413870497273,0.5324050807991089
33,0.9887099266052246,0.8932291865348816,0.030889428879736166,0.49221712828446657
34,0.9892179369926453,0.8870692849159241,0.029982462583238483,0.5535711413010572
35,0.9888888001441956,0.8852914571762085,0.03124239019470025,0.5617568202507801
36,0.990827739238739,0.8888471722602844,0.026915323816513882,0.5651885017943687
37,0.9906917810440063,0.8904246687889099,0.026973861617950123,0.5557371994050649
38,0.9894826412200928,0.8865684866905212,0.029365047940157308,0.5667565417213317
39,0.9905057549476624,0.8894481062889099,0.026198790434517838,0.5371693073748014
40,0.9917077422142029,0.8948567509651184,0.024002603318233784,0.5563294065113251
41,0.9916147589683533,0.8927283883094788,0.02337204063295054,0.591578888014341
42,0.9917792677879333,0.891526460647583,0.02399242717083817,0.5968413360607929
43,0.9915789365768433,0.8880709409713745,0.02416747084182522,0.6387891022440715
44,0.9918437004089355,0.8901242017745972,0.022651050726395446,0.6065356005460788
45,0.9919581413269043,0.888596773147583,0.022987924945537336,0.6221804880560973
46,0.9922229051589966,0.8919270634651184,0.022911701180297346,0.5761153185978914
47,0.9919652938842773,0.891676664352417,0.022686957391813912,0.5666304488594716
48,0.9924160838127136,0.8896484375,0.021363339387180245,0.5961249761092358
49,0.9929669499397278,0.8878455758094788,0.020189272178751796,0.6288133664773061
