,acc,val_acc,loss,val_loss,model
0,0.765491605,0.815029025,0.489789667,0.436915672,"32-64-128, Flip-HV, Dropout"
1,0.816554487,0.836363196,0.397016645,0.391462311,"32-64-128, Flip-HV, Dropout"
2,0.837918282,0.847255588,0.358580459,0.335003063,"32-64-128, Flip-HV, Dropout"
3,0.854459882,0.856570542,0.326299601,0.311830095,"32-64-128, Flip-HV, Dropout"
4,0.865914464,0.862029254,0.30490961,0.299555254,"32-64-128, Flip-HV, Dropout"
5,0.877590895,0.891301095,0.283218643,0.28356407,"32-64-128, Flip-HV, Dropout"
6,0.887442827,0.893880188,0.263880185,0.240196154,"32-64-128, Flip-HV, Dropout"
7,0.892601371,0.89177686,0.25188674,0.239566932,"32-64-128, Flip-HV, Dropout"
8,0.899383962,0.91624099,0.241049426,0.218076792,"32-64-128, Flip-HV, Dropout"
9,0.904091775,0.914012432,0.231643119,0.214699671,"32-64-128, Flip-HV, Dropout"
10,0.905909061,0.908804059,0.226824936,0.223072571,"32-64-128, Flip-HV, Dropout"
11,0.911496818,0.922851563,0.216657875,0.203899537,"32-64-128, Flip-HV, Dropout"
12,0.912734568,0.923978388,0.21266979,0.211121001,"32-64-128, Flip-HV, Dropout"
13,0.915532053,0.906350136,0.206457801,0.206212858,"32-64-128, Flip-HV, Dropout"
14,0.919309735,0.923803091,0.199665178,0.21043724,"32-64-128, Flip-HV, Dropout"
15,0.922379076,0.927584112,0.193129469,0.195488875,"32-64-128, Flip-HV, Dropout"
16,0.921720862,0.918394446,0.195755889,0.198419965,"32-64-128, Flip-HV, Dropout"
17,0.923108816,0.921499372,0.190505968,0.185843749,"32-64-128, Flip-HV, Dropout"
18,0.924954772,0.930188298,0.185267524,0.173007787,"32-64-128, Flip-HV, Dropout"
19,0.926621795,0.927008212,0.183601778,0.181174577,"32-64-128, Flip-HV, Dropout"
20,0.928925574,0.916616559,0.178071555,0.203327381,"32-64-128, Flip-HV, Dropout"
21,0.930964649,0.927784443,0.17480134,0.187156218,"32-64-128, Flip-HV, Dropout"
22,0.93113637,0.930639029,0.171756321,0.173873922,"32-64-128, Flip-HV, Dropout"
23,0.932739019,0.935822308,0.169778761,0.170134293,"32-64-128, Flip-HV, Dropout"
24,0.933933854,0.924929917,0.164813531,0.182527622,"32-64-128, Flip-HV, Dropout"
25,0.934985578,0.92462939,0.162964755,0.179013452,"32-64-128, Flip-HV, Dropout"
26,0.938341141,0.936423302,0.15632946,0.179469126,"32-64-128, Flip-HV, Dropout"
27,0.937876046,0.92750901,0.156499999,0.201101994,"32-64-128, Flip-HV, Dropout"
28,0.939385712,0.935797274,0.153772805,0.167205861,"32-64-128, Flip-HV, Dropout"
29,0.939578891,0.936823905,0.151999105,0.179107856,"32-64-128, Flip-HV, Dropout"
30,0.941295981,0.934369981,0.14824125,0.175545107,"32-64-128, Flip-HV, Dropout"
31,0.944107771,0.93704927,0.143346084,0.187253998,"32-64-128, Flip-HV, Dropout"
32,0.94236201,0.937199533,0.146808912,0.168811425,"32-64-128, Flip-HV, Dropout"
33,0.944579959,0.926607549,0.141370303,0.187903047,"32-64-128, Flip-HV, Dropout"
34,0.945739031,0.929812729,0.138838503,0.173036556,"32-64-128, Flip-HV, Dropout"
35,0.946390092,0.933368385,0.136120718,0.168317931,"32-64-128, Flip-HV, Dropout"
36,0.948965788,0.937149465,0.130642742,0.165062288,"32-64-128, Flip-HV, Dropout"
37,0.947520554,0.940079153,0.131516248,0.166568098,"32-64-128, Flip-HV, Dropout"
38,0.949967444,0.919796646,0.128018191,0.197612019,"32-64-128, Flip-HV, Dropout"
39,0.950496912,0.940579951,0.126825842,0.168307028,"32-64-128, Flip-HV, Dropout"
40,0.952814996,0.938301265,0.121026065,0.179703838,"32-64-128, Flip-HV, Dropout"
41,0.952006519,0.909780622,0.122119318,0.219374405,"32-64-128, Flip-HV, Dropout"
42,0.952614665,0.929286838,0.120971806,0.18685425,"32-64-128, Flip-HV, Dropout"
43,0.953251421,0.937900662,0.1190413,0.178839951,"32-64-128, Flip-HV, Dropout"
44,0.95513314,0.941456318,0.114667631,0.170293332,"32-64-128, Flip-HV, Dropout"
45,0.957300961,0.931315124,0.110765175,0.209120518,"32-64-128, Flip-HV, Dropout"
46,0.957308114,0.939252794,0.10995529,0.174582495,"32-64-128, Flip-HV, Dropout"
47,0.958517253,0.931916058,0.106267529,0.186760386,"32-64-128, Flip-HV, Dropout"
48,0.958910763,0.935747206,0.104542065,0.20092639,"32-64-128, Flip-HV, Dropout"
49,0.960441887,0.93910259,0.101808098,0.198025072,"32-64-128, Flip-HV, Dropout"
